BAUM_NR;BAUMART;PFLANZJAHR;STAMM_DM;KRONE_DM;HOEHE;STANDORT;X;Y
72462;Spitz-Ahorn;;21;4;10;Grünzug Fritz-Schumacher-Straße;566488.94;5951593.23
72463;Gemeine Esche, Gewöhnliche Esche;;28;6;15;Grünzug Fritz-Schumacher-Straße;566484.49;5951594.09
72464;Gemeine Esche, Gewöhnliche Esche;1983;32;8;17;Grünzug Fritz-Schumacher-Straße;566491.36;5951594.95
72465;Feld-Ahorn, Hecken-Ahorn;;8;1;4.5;Schleswig-Holstein-Straße;566139.53;5948712.33
72466;Feld-Ahorn, Hecken-Ahorn;;11;2;4;Schleswig-Holstein-Straße;566141.65;5948704.18
72467;Stiel-Eiche, Sommer-Eiche;;4;1;2.5;Schleswig-Holstein-Straße;566144.07;5948702.33
72468;Stiel-Eiche, Sommer-Eiche;;4;2;3;Schleswig-Holstein-Straße;566144.27;5948700.48
72469;Stiel-Eiche, Sommer-Eiche;;4;2;3;Schleswig-Holstein-Straße;566144.59;5948697.92
72470;Stiel-Eiche, Sommer-Eiche;;3;2;2;Schleswig-Holstein-Straße;566142.28;5948698.69
72471;Eiche;;11;2;4.5;Schleswig-Holstein-Straße;566148.87;5948699.71
72472;Rot-Buche;;3;0;2.5;Schleswig-Holstein-Straße;566147.53;5948696.96
72474;Rot-Buche;;4;1;2.5;Schleswig-Holstein-Straße;566148.87;5948695.81
72475;Rot-Buche;;3;1;2.5;Schleswig-Holstein-Straße;566150.85;5948694.79
72476;Rot-Buche;;0;1;2.5;Schleswig-Holstein-Straße;566152.42;5948693.61
72477;Stiel-Eiche, Sommer-Eiche;;12;3;4.5;Schleswig-Holstein-Straße;566155.14;5948695.16
72478;Eiche;;3;1;2.5;Schleswig-Holstein-Straße;566155.24;5948691.32
72479;Eiche;;4;2;2.5;Schleswig-Holstein-Straße;566155.47;5948689.63
72480;Eiche;;5;1;3;Schleswig-Holstein-Straße;566157.11;5948688.97
72481;Feld-Ahorn, Hecken-Ahorn;;11;2;4.5;Schleswig-Holstein-Straße;566163.35;5948688.69
72482;Feld-Ahorn, Hecken-Ahorn;;11;2;4;Schleswig-Holstein-Straße;566170.20;5948687.99
72484;Feld-Ahorn, Hecken-Ahorn;;13;2;4.5;Schleswig-Holstein-Straße;566084.23;5948687.96
72485;Feld-Ahorn, Hecken-Ahorn;;16;4;5;Schleswig-Holstein-Straße;566077.85;5948689.57
72486;Feld-Ahorn, Hecken-Ahorn;;11;2;4;Schleswig-Holstein-Straße;566081.75;5948692.39
72487;Feld-Ahorn, Hecken-Ahorn;;10;2;4;Schleswig-Holstein-Straße;566091.82;5948697.79
72488;Feld-Ahorn, Hecken-Ahorn;;13;3;4;Schleswig-Holstein-Straße;566094.45;5948702.07
72489;Feld-Ahorn, Hecken-Ahorn;;10;2;3.5;Schleswig-Holstein-Straße;566089.73;5948701.59
72490;Feld-Ahorn, Hecken-Ahorn;;10;2;3.5;Schleswig-Holstein-Straße;566098.78;5948713.46
72491;Schmalblättrige Ölweide;;10;2;3;Grünfläche am Knoten Ochsenzoll;566096.63;5948645.59
72492;Schmalblättrige Ölweide;;9;2;3;Grünfläche am Knoten Ochsenzoll;566092.62;5948648.70
72493;Schmalblättrige Ölweide;;17;2;4;Segeberger Chaussee;566122.02;5948666.73
72494;Schmalblättrige Ölweide;;8;3;2.5;Segeberger Chaussee;566121.28;5948663.65
72495;Schmalblättrige Ölweide;;13;4;4.5;Segeberger Chaussee;566118.85;5948665.88
72496;Schmalblättrige Ölweide;;7;2;2.5;Segeberger Chaussee;566133.32;5948671.84
72497;Birne, Art unbekannt;;7;1;2.5;Segeberger Chaussee;566134.26;5948673.34
72498;Stiel-Eiche, Sommer-Eiche;1990;32;9;7;Aufforstungsfläche Deckerberg;565786.25;5950455.48
72499;Winter-Linde;;30;7;8;Hummelsbütteler Steindamm;569077.75;5948981.06
72500;Winter-Linde;;14;2;4.5;Lemsahler Weg;569080.29;5948975.49
72501;Stiel-Eiche, Sommer-Eiche;;21;6;7;Lemsahler Weg;569077.66;5948975.04
72502;Sand-Birke, Weiß-Birke, Warzen-Birke;;22;2;8;Lemsahler Weg;569076.80;5948975.22
72503;Sand-Birke, Weiß-Birke, Warzen-Birke;;21;4;10;Lemsahler Weg;569081.96;5948972.82
72504;Sand-Birke, Weiß-Birke, Warzen-Birke;;22;4;9;Lemsahler Weg;569082.82;5948972.59
72505;Stiel-Eiche, Sommer-Eiche;;;8;9;Lemsahler Weg;569084.77;5948971.51
72506;Stiel-Eiche, Sommer-Eiche;;22;4;5;Weg 907 Deckerberg;565983.47;5950758.83
72507;Stiel-Eiche, Sommer-Eiche;;23;3;5;Weg 907 Deckerberg;565983.80;5950760.55
72508;Moor-Birke;1995;26;6;8;Buckhörner Moor;564930.81;5950894.56
72509;Stiel-Eiche, Sommer-Eiche;1985;29;12;16;Buckhörner Moor;564922.04;5950868.75
72510;Scharlach-Eiche;2005;13;3;7;Grünanlage Moorbekpark;565120.01;5950926.85
72511;Stiel-Eiche, Sommer-Eiche;2000;16;3;7;Grünanlage Moorbekpark;565122.58;5950930.71
72512;Gewöhnlicher Trompetenbaum;2017;8;2;5;Grünanlage Moorbekpark;565069.48;5950770.50
72513;Stiel-Eiche, Sommer-Eiche;2000;14;6;7;Hasloher Weg;563365.82;5948763.13
72514;Stiel-Eiche, Sommer-Eiche;;35;9;12;Fadens Tannen;566237.53;5950498.79
72515;Stiel-Eiche, Sommer-Eiche;;48;10;13;Fadens Tannen;566236.54;5950496.47
72516;Sand-Birke, Weiß-Birke, Warzen-Birke;;28;1;22;Grünzug Stonsdorfer Weg bis S-H-Straße;567382.56;5951221.75
72518;Zitter-Pappel;;35;1;18;Grünzug Stonsdorfer Weg bis S-H-Straße;567384.34;5951207.26
72521;Zitter-Pappel;;18;1;18;Grünzug Stonsdorfer Weg bis S-H-Straße;567386.38;5951205.45
72522;Zitter-Pappel;;19;1;18;Grünzug Stonsdorfer Weg bis S-H-Straße;567383.44;5951207.60
72523;Sand-Birke, Weiß-Birke, Warzen-Birke;;24;1;16;Ausserhalb;567382.42;5951207.48
72524;Zitter-Pappel;;30;1;18;Grünzug Stonsdorfer Weg bis S-H-Straße;567369.69;5951218.68
72525;Rottanne, Gemeine Fichte, Rot-Fichte;;37;1;23;Grünzug Stonsdorfer Weg bis S-H-Straße;567377.78;5951226.82
72527;Stiel-Eiche, Sommer-Eiche;1913;84;17;16;Paulsort;562384.84;5947539.72
72528;Sand-Birke, Weiß-Birke, Warzen-Birke;;43;13;20;Paulsort;562642.51;5947181.87
72529;Stiel-Eiche, Sommer-Eiche;1920;78;14;14;Knickweg;566222.28;5950427.83
72530;Stiel-Eiche, Sommer-Eiche;1922;77;16;17;Knickweg;566234.30;5950415.66
72531;Stiel-Eiche, Sommer-Eiche;1913;84;15;20;Knickweg;566239.68;5950409.16
72533;Stiel-Eiche, Sommer-Eiche;1932;69;13;16;Knickweg;566258.14;5950389.57
72534;Stiel-Eiche, Sommer-Eiche;1918;80;18;20;Knickweg;566266.38;5950380.94
72535;Stiel-Eiche, Sommer-Eiche;1889;104;20;21;Knickweg;566274.58;5950371.61
72536;Stiel-Eiche, Sommer-Eiche;1919;79;16;19;Knickweg;566281.02;5950365.67
72537;Stiel-Eiche, Sommer-Eiche;1914;83;19;20;Knickweg;566287.81;5950357.66
72538;Stiel-Eiche, Sommer-Eiche;1923;76;17;19;Knickweg;566293.11;5950352.40
72539;Spitz-Ahorn;1989;25;6;11;Grünzug Fritz-Schumacher-Straße;566512.01;5951587.74
72541;Spitz-Ahorn;1999;21;6;14;Grünzug Fritz-Schumacher-Straße;566531.03;5951660.59
72542;Stiel-Eiche, Sommer-Eiche;1987;22;7;7;Halloh;563032.40;5946940.22
72543;Stiel-Eiche, Sommer-Eiche;1987;25;5;7;Halloh;563032.04;5946939.40
72544;Gemeine Hainbuche, Weißbuche;1965;41;12;16;Kornhoop;563617.35;5948542.54
72545;Gemeine Hainbuche, Weißbuche;1990;20;8;10;Halloh;562921.53;5946813.94
72546;Gemeine Hainbuche, Weißbuche;;18;9;12;Halloh;563421.47;5947469.83
72547;Rot-Buche;2000;18;6;8;Buckhörner Moor;565060.32;5951211.78
72548;Rot-Buche;2010;14;4;8;Buckhörner Moor;565050.46;5951204.51
72549;Stiel-Eiche, Sommer-Eiche;1978;32;8;12;Forstflächen am Moorbekpark;565002.21;5950909.32
72550;Stiel-Eiche, Sommer-Eiche;2006;16;4;6;Grünzug Frgaber Weg nördlich Buchenweg;564514.12;5950405.02
72551;Stiel-Eiche, Sommer-Eiche;1996;18;6;12;Friedrichsgaber Weg;564818.39;5951029.01
72552;Stiel-Eiche, Sommer-Eiche;1996;16;6;10;Sport-u. Freizeitpark NOMI;564445.32;5951461.49
72553;Sand-Birke, Weiß-Birke, Warzen-Birke;1996;14;6;13;Rodelberg Garstedt;564441.00;5951453.93
72554;Spitz-Ahorn;1985;20;8;12;Spielplatz Zwijndrechtring;564874.10;5952212.03
72555;Spitz-Ahorn;2001;17;3;10;Spielplatz Zwijndrechtring;564888.17;5952208.20
72557;Schwarz-Erle, Rot-Erle;;35;7;21;RRB Poppenbütteler Straße;567625.10;5951230.91
72558;Schwarz-Erle, Rot-Erle;1980;34;6;16;Grünfläche Alte Poppenbütteler;567741.31;5951226.66
72559;Stiel-Eiche, Sommer-Eiche;1943;60;9;14;Grünfläche Alte Poppenbütteler;567761.28;5951206.20
72560;;1998;19;4;9;Grünanlage Ossenmoorgraben;566805.99;5948987.47
72565;Stiel-Eiche, Sommer-Eiche;2000;14;3;11;Friedrichsgaber Weg;564941.28;5951656.05
72566;Stiel-Eiche, Sommer-Eiche;2000;16;6;9;Friedrichsgaber Weg;564939.09;5951656.65
72567;Stiel-Eiche, Sommer-Eiche;2000;16;6;15;Syltkuhlen;564423.14;5951852.32
72568;Stiel-Eiche, Sommer-Eiche;2000;15;4;10;Syltkuhlen;564363.42;5951861.37
72569;Gemeine Hainbuche, Weißbuche;2005;19;6;11;Grünanlage Lüdemannpark;564659.08;5951091.43
72570;Gemeine Hainbuche, Weißbuche;2005;16;5;11;Grünanlage Lüdemannpark;564658.03;5951090.96
72571;Gemeine Hainbuche, Weißbuche;2006;15;4;10;Grünanlage Lüdemannpark;564664.48;5951159.38
72572;Gemeine Hainbuche, Weißbuche;2006;13;4;9;Grünanlage Lüdemannpark;564665.29;5951159.70
72573;Rote Rosskastanie, Rotblühende Rosskastanie;2019;5;1;4;Am Tarpenufer;565810.09;5948411.72
72574;Gewöhnliche Traubenkirsche;2006;17;5;13;Grünanlage Lüdemannpark;564611.71;5951206.65
72575;Gewöhnliche Traubenkirsche;2006;17;8;13;Grünanlage Lüdemannpark;564616.73;5951205.94
72576;Feld-Ahorn, Hecken-Ahorn;1995;23;4;10;Spielplatz Frans- Hals- Ring;564994.61;5952007.92
72577;Gemeine Hainbuche, Weißbuche;2008;13;3;9;Spielplatz Frans- Hals- Ring;564960.14;5952001.87
72578;Rottanne, Gemeine Fichte, Rot-Fichte;1985;39;6;14;Waldstraße;564852.33;5952459.39
72579;Rottanne, Gemeine Fichte, Rot-Fichte;1985;19;1;8;Waldstraße;564853.04;5952459.01
72581;Rottanne, Gemeine Fichte, Rot-Fichte;1985;30;5;16;Waldstraße;564855.22;5952456.77
72582;Rottanne, Gemeine Fichte, Rot-Fichte;1985;26;6;9;Waldstraße;564863.53;5952449.97
72583;Rottanne, Gemeine Fichte, Rot-Fichte;1985;21;5;11;Waldstraße;564866.49;5952448.49
72584;Rot-Buche;2000;15;5;12;Waldstraße;564879.17;5952437.52
72585;Rot-Buche;1995;16;7;13;Waldstraße;564933.22;5952385.51
72586;Sand-Birke, Weiß-Birke, Warzen-Birke;;15;2;;Stadtpark;567092.21;5952456.98
72587;Feld-Ahorn, Hecken-Ahorn;1980;28;7;9;Erich-Kästner-Schule;566639.75;5950679.68
72588;Gewöhnliche Traubenkirsche;1990;19;6;8;Gymnasium Harksheide;566444.35;5951543.82
72590;;;;;;Gymnasium Harksheide;566241.28;5951366.14
72591;Rot-Buche;1990;18;5;7;Kita Storchengang;565402.05;5951720.78
72592;Stiel-Eiche, Sommer-Eiche;1970;31;9;16;Schulzentrum Nord (Lessing-Gymn+GemSch Frgabe);565473.54;5952367.56
72593;Grau-Pappel;1990;33;7;16;Schulzentrum Nord (Lessing-Gymn+GemSch Frgabe);565509.80;5952315.62
72594;Stiel-Eiche, Sommer-Eiche;2000;12;5;7;Rathausallee;564558.63;5951418.11
72595;Gemeine Hainbuche, Weißbuche;1995;19;4;10;Spielplatz Fehmarnstraße / Rathausallee;564499.00;5951469.13
72596;Gemeine Hainbuche, Weißbuche;2005;14;4;8;Rathausallee;564866.25;5951503.27
72597;Gemeine Hainbuche, Weißbuche;2005;14;4;8;Rathausallee;565020.78;5951477.96
72598;Spitz-Ahorn;2000;15;4;13;Rathausallee;565081.59;5951490.85
72599;Stiel-Eiche, Sommer-Eiche;1970;39;9;17;Grünzug Wanderweg Tarpenbek West;566272.19;5949543.17
72600;Spitz-Ahorn;;27;5;8;Grünzug Kirchenstieg;566351.85;5951288.62
72601;Gemeine Hainbuche, Weißbuche;;34;7;16;Grünzug Kirchenstieg;566404.46;5951410.77
72602;Stiel-Eiche, Sommer-Eiche;1995;20;5;9;Rathausallee;565261.86;5951447.54
72603;Feld-Ahorn, Hecken-Ahorn;2000;14;4;9;Grünanlage Astrid-Lindgren-Park;564738.54;5951949.68
72604;Stiel-Eiche, Sommer-Eiche;2000;15;6;9;Grünanlage Astrid-Lindgren-Park;564778.84;5951958.17
72606;Gemeine Hainbuche, Weißbuche;2000;19;6;8;Grünanlage Astrid-Lindgren-Park;564753.35;5951969.85
72607;Gemeine Hainbuche, Weißbuche;2000;17;5;10;Grünanlage Astrid-Lindgren-Park;564777.46;5951766.48
72608;Gemeine Hainbuche, Weißbuche;;33;7;16;Grünzug Kirchenstieg;566413.16;5951434.40
72609;Stiel-Eiche, Sommer-Eiche;1953;52;9;18;Ulzburger Straße;565136.85;5956617.87
72610;Stadt-Linde;2019;5;0;3.5;Oadby-and-Wigston-Straße;564426.14;5950973.07
72611;;;14;5;7;Oadby-and-Wigston-Straße;564510.75;5951414.04
72612;Gemeine Hainbuche, Weißbuche;1995;16;3;12;Grünanlage Astrid-Lindgren-Park;564768.27;5951589.10
72613;Gemeine Hainbuche, Weißbuche;1995;20;4;8;Grünanlage Astrid-Lindgren-Park;564766.92;5951591.43
72614;Gemeine Hainbuche, Weißbuche;2000;14;3;8;Grünanlage Astrid-Lindgren-Park;564770.14;5951592.72
72615;Gemeine Hainbuche, Weißbuche;2000;13;4;8;Grünanlage Astrid-Lindgren-Park;564768.24;5951593.49
72616;Gemeine Hainbuche, Weißbuche;2000;21;6;9;Grünanlage Astrid-Lindgren-Park;564758.01;5951621.34
72618;Gemeine Hainbuche, Weißbuche;2000;16;6;8;Grünanlage Astrid-Lindgren-Park;564757.97;5951629.63
72619;Gemeine Hainbuche, Weißbuche;1995;17;6;11;Grünanlage Astrid-Lindgren-Park;564755.99;5951629.90
72620;Gemeine Hainbuche, Weißbuche;1995;23;5;11;Grünanlage Astrid-Lindgren-Park;564753.57;5951644.16
72621;Gemeine Hainbuche, Weißbuche;1990;28;8;10;Grünanlage Astrid-Lindgren-Park;564750.96;5951644.75
72622;Gemeine Hainbuche, Weißbuche;1995;20;4;10;Grünanlage Astrid-Lindgren-Park;564753.14;5951642.30
72623;Gemeine Hainbuche, Weißbuche;1995;20;3;9;Grünanlage Astrid-Lindgren-Park;564751.58;5951641.69
72624;Gemeine Hainbuche, Weißbuche;2000;14;5;9;Grünanlage Astrid-Lindgren-Park;564757.17;5951640.19
72625;Gemeine Hainbuche, Weißbuche;2000;16;6;10;Grünanlage Astrid-Lindgren-Park;564758.90;5951639.05
72626;Gemeine Hainbuche, Weißbuche;2005;14;2;9;Grünanlage Astrid-Lindgren-Park;564757.28;5951634.55
72627;Gemeine Hainbuche, Weißbuche;2000;18;8;12;Grünanlage Astrid-Lindgren-Park;564760.00;5951636.02
72628;Stiel-Eiche, Sommer-Eiche;1995;21;5;11;Grünanlage Astrid-Lindgren-Park;564759.86;5951632.61
72629;Stiel-Eiche, Sommer-Eiche;1995;23;7;13;Grünanlage Astrid-Lindgren-Park;564752.01;5951630.08
72630;Gemeine Hainbuche, Weißbuche;2008;13;3;10;Grünanlage Astrid-Lindgren-Park;564754.49;5951628.19
72631;Gemeine Hainbuche, Weißbuche;1995;20;5;9;Grünanlage Astrid-Lindgren-Park;564751.22;5951633.26
72632;Gemeine Hainbuche, Weißbuche;1995;21;7;8;Grünanlage Astrid-Lindgren-Park;564761.37;5951660.64
72633;Gemeine Hainbuche, Weißbuche;1995;16;4;6;Grünanlage Astrid-Lindgren-Park;564767.71;5951673.45
72634;Gemeine Hainbuche, Weißbuche;1980;30;7;8;Grünanlage Astrid-Lindgren-Park;564764.15;5951693.62
72635;Gemeine Hainbuche, Weißbuche;1995;21;6;12;Grünanlage Astrid-Lindgren-Park;564765.00;5951688.06
72636;Gemeine Hainbuche, Weißbuche;1995;16;3;13;Grünanlage Astrid-Lindgren-Park;564764.57;5951683.89
72637;Gemeine Hainbuche, Weißbuche;1995;20;8;10;Grünanlage Astrid-Lindgren-Park;564771.35;5951682.21
72638;Gemeine Hainbuche, Weißbuche;1995;20;8;11;Grünanlage Astrid-Lindgren-Park;564772.39;5951677.40
72639;Föhre, Gemeine Kiefer;;25;4;11;Grünanlage Astrid-Lindgren-Park;564809.28;5951653.62
72640;Gemeine Hainbuche, Weißbuche;2005;14;4;9;Grünanlage Astrid-Lindgren-Park;564787.96;5951693.12
72641;Stiel-Eiche, Sommer-Eiche;1985;25;6;10;Grünanlage Astrid-Lindgren-Park;564805.95;5951698.74
72642;Föhre, Gemeine Kiefer;1970;37;10;12;Grünanlage Astrid-Lindgren-Park;564809.67;5951702.07
72644;Stiel-Eiche, Sommer-Eiche;1995;21;5;8;Grünanlage Astrid-Lindgren-Park;564813.58;5951708.72
72645;Stiel-Eiche, Sommer-Eiche;2000;18;5;7;Grünanlage Astrid-Lindgren-Park;564812.31;5951712.78
72646;Sand-Birke, Weiß-Birke, Warzen-Birke;2005;15;5;9;Grünanlage Astrid-Lindgren-Park;564811.27;5951721.20
72647;Föhre, Gemeine Kiefer;1975;36;10;13;Grünanlage Astrid-Lindgren-Park;564817.57;5951709.11
72648;Föhre, Gemeine Kiefer;1975;38;7;13;Grünanlage Astrid-Lindgren-Park;564815.97;5951704.99
72649;Stiel-Eiche, Sommer-Eiche;2009;11;3;7;Grünanlage Astrid-Lindgren-Park;564818.93;5951726.53
72650;Gemeine Hainbuche, Weißbuche;1995;19;4;9;Grünanlage Astrid-Lindgren-Park;564823.24;5951726.75
72651;Föhre, Gemeine Kiefer;1985;30;7;12;Grünanlage Astrid-Lindgren-Park;564821.05;5951723.65
72652;Gemeine Hainbuche, Weißbuche;1980;26;7;11;Grünanlage Astrid-Lindgren-Park;564821.67;5951720.56
72654;Gemeine Hainbuche, Weißbuche;2000;13;4;7;Grünanlage Astrid-Lindgren-Park;564820.67;5951717.81
72655;Gemeine Hainbuche, Weißbuche;1975;35;9;12;Grünanlage Astrid-Lindgren-Park;564817.42;5951700.38
72656;Gemeine Hainbuche, Weißbuche;1995;16;7;10;Grünanlage Astrid-Lindgren-Park;564815.50;5951696.15
72658;Stiel-Eiche, Sommer-Eiche;1975;31;9;14;Grünanlage Astrid-Lindgren-Park;564812.79;5951693.02
72659;Stiel-Eiche, Sommer-Eiche;1995;30;4;10;Grünanlage Astrid-Lindgren-Park;564807.66;5951692.42
72660;Gemeine Hainbuche, Weißbuche;2005;16;3;10;Grünanlage Astrid-Lindgren-Park;564812.88;5951688.57
72661;Gemeine Hainbuche, Weißbuche;2008;14;2;9;Grünanlage Astrid-Lindgren-Park;564810.97;5951689.44
72662;Stiel-Eiche, Sommer-Eiche;1970;32;11;15;Grünanlage Astrid-Lindgren-Park;564811.36;5951686.99
72663;Gemeine Hainbuche, Weißbuche;1970;29;10;13;Grünanlage Astrid-Lindgren-Park;564809.74;5951684.80
72664;Stiel-Eiche, Sommer-Eiche;1995;21;6;13;Grünanlage Astrid-Lindgren-Park;564806.61;5951685.46
72665;Gemeine Hainbuche, Weißbuche;2003;18;3;9;Grünanlage Astrid-Lindgren-Park;564808.75;5951687.94
72666;Stiel-Eiche, Sommer-Eiche;2009;12;2;6.5;Grünanlage Astrid-Lindgren-Park;564777.79;5951651.22
72667;Gemeine Hainbuche, Weißbuche;2000;16;5;9;Grünanlage Astrid-Lindgren-Park;564773.68;5951649.42
72668;Stiel-Eiche, Sommer-Eiche;1985;28;6;13;Grünanlage Astrid-Lindgren-Park;564756.46;5951636.28
72669;Gemeine Hainbuche, Weißbuche;;16;6;5.5;Harckesheyde;566222.36;5953414.97
72671;Stiel-Eiche, Sommer-Eiche;1995;21;7;7;Syltkuhlen;564918.51;5952469.33
72672;Stiel-Eiche, Sommer-Eiche;1995;17;6;9;Syltkuhlen;564935.76;5952467.86
72673;Spitz-Ahorn;1995;14;4;11;Syltkuhlen;564937.75;5952471.14
72674;Spitz-Ahorn;1995;27;8;11;Syltkuhlen;564940.19;5952473.59
72675;Stiel-Eiche, Sommer-Eiche;1995;19;6;7;Syltkuhlen;564940.84;5952472.82
72676;Stiel-Eiche, Sommer-Eiche;1995;20;6;9;Syltkuhlen;564942.17;5952474.46
72677;Stiel-Eiche, Sommer-Eiche;2000;15;6;11;Syltkuhlen;563935.73;5951658.52
72678;Gemeine Hainbuche, Weißbuche;1990;21;6;13;Syltkuhlen;562403.07;5950965.11
72679;Sal-Weide;1990;30;7;14;Syltkuhlen;562547.09;5951047.41
72680;Stiel-Eiche, Sommer-Eiche;1945;58;12;23;Jägerstraße;562995.83;5950933.51
72681;Schwarz-Erle, Rot-Erle;2000;23;6;9.5;Verbindungsweg Scharpenmoor / Sandweg;564899.10;5947712.19
72682;Zitter-Pappel;;50;17;27;Gärtnerstraße;563572.78;5946816.11
72683;Moor-Birke;2005;15;3;12;Ohlenhoff;563522.63;5947175.60
72684;Stiel-Eiche, Sommer-Eiche;1941;82;17;22;Ohlenhoff;563516.92;5947182.46
72685;Stiel-Eiche, Sommer-Eiche;1941;84;16;22;Ohlenhoff;563528.06;5947230.39
72686;Gemeine Hainbuche, Weißbuche;1985;22;6;13;Ohlenhoff;563588.22;5947366.72
72687;Gemeine Hainbuche, Weißbuche;1970;30;8;18;Ohlenhoff;563599.20;5947392.24
72688;Zitter-Pappel;1985;28;10;19;Ohlenhoff;563607.93;5947415.17
72689;Schwarz-Erle, Rot-Erle;;32;10;17;Ohlenhoff;563639.56;5947489.40
72691;Vogel-Kirsche;;14;8;14;Syltkuhlen;564630.60;5952172.15
72692;Stiel-Eiche, Sommer-Eiche;2000;16;6;15;Tennisplätze NSV;564494.11;5952018.82
72693;Stiel-Eiche, Sommer-Eiche;1995;24;6;11;Syltkuhlen;564481.89;5952006.23
72694;Stiel-Eiche, Sommer-Eiche;1995;25;8;16;Syltkuhlen;564469.38;5951992.32
72695;Stiel-Eiche, Sommer-Eiche;1995;23;6;10;Tennisplätze NSV;564411.92;5951927.72
72696;Gemeine Hainbuche, Weißbuche;;20;10;16;Speckenkamp;564141.29;5946549.73
72697;Gemeine Hainbuche, Weißbuche;;34;10;17;Speckenkamp;564140.91;5946548.50
72698;Gemeine Hainbuche, Weißbuche;;25;11;16;Speckenkamp;564142.94;5946554.11
72699;Gemeine Hainbuche, Weißbuche;;24;9;17;Speckenkamp;564144.06;5946556.62
72700;Gemeine Hainbuche, Weißbuche;;34;13;17;Speckenkamp;564137.06;5946540.75
72701;Gemeine Hainbuche, Weißbuche;1980;29;10;17;Speckenkamp;564130.70;5946523.98
72702;Gemeine Hainbuche, Weißbuche;;21;8;14;Speckenkamp;564131.21;5946522.77
72703;Gemeine Hainbuche, Weißbuche;;20;9;15;Speckenkamp;564129.29;5946519.94
72704;Gemeine Hainbuche, Weißbuche;;26;5;9;Speckenkamp;564119.64;5946491.53
72705;Stiel-Eiche, Sommer-Eiche;;23;5;5;Speckenkamp;564117.65;5946477.24
72706;Stiel-Eiche, Sommer-Eiche;2000;16;4;7;RRB Spelterstraße;564367.59;5946404.40
72707;Sand-Birke, Weiß-Birke, Warzen-Birke;2008;13;2;7.5;Spielplatz Waldbühnenweg;564994.42;5954078.06
72708;Spitz-Ahorn;2000;18;4;9;Grünzug Waldbühnenweg / Kuno-Liesenberg-Kehre;565028.79;5954023.11
72709;Stiel-Eiche, Sommer-Eiche;1995;17;8;17;Grünzug Waldbühnenweg / Kuno-Liesenberg-Kehre;565078.89;5954136.16
72710;Stiel-Eiche, Sommer-Eiche;1995;17;6;9;Grünzug Waldbühnenweg / Kuno-Liesenberg-Kehre;565043.90;5954094.08
72711;Stiel-Eiche, Sommer-Eiche;2009;14;7;9;Grünzug Waldbühnenweg / Kuno-Liesenberg-Kehre;565042.36;5954091.56
72712;Sand-Birke, Weiß-Birke, Warzen-Birke;2008;16;4;7;Spielplatz Waldbühnenweg;565105.28;5954222.21
72713;Pappel;1995;23;5;12;Spielplatz Waldbühnenweg;565103.90;5954186.52
72714;Gemeine Hainbuche, Weißbuche;1995;15;5;7;Grünzug O+W-Straße nördl. Helgolandstr.;564504.77;5951340.34
72715;Stiel-Eiche, Sommer-Eiche;1995;20;4;7;Grünzug O+W-Straße nördl. Helgolandstr.;564500.49;5951336.05
72718;Stiel-Eiche, Sommer-Eiche;2019;6;2;6;Grünanlagen an der Kita Friedrichsgabe;565297.94;5953918.57
72719;Spitz-Ahorn;2000;16;4;10;Grünanlagen an der Kita Friedrichsgabe;565247.26;5953946.41
72720;Spitz-Ahorn;2000;16;3;10;Grünanlagen an der Kita Friedrichsgabe;565246.35;5953945.90
72721;Stiel-Eiche, Sommer-Eiche;1995;18;4;12;Grünanlagen an der Kita Friedrichsgabe;565242.77;5953899.94
72723;Sand-Birke, Weiß-Birke, Warzen-Birke;;35;6;14;Ulzburger Straße;566009.56;5948735.87
72724;Weiß-Tanne, Edel-Tanne;;53;10;15;Ulzburger Straße;566013.54;5948736.64
72725;Stiel-Eiche, Sommer-Eiche;;88;15;21;Grün-und Waldfläche Ohewiesen;563394.73;5946145.33
72726;Zier-Kirsche;2017;5;1;4;Spielplatz am Jugendzentrum Glockenheide;565379.49;5954009.68
72727;Zier-Kirsche;2017;5;1;4;Spielplatz am Jugendzentrum Glockenheide;565380.39;5954001.97
72728;Stiel-Eiche, Sommer-Eiche;2005;14;5;7;Grünzug O+W-Straße nördl. Helgolandstr.;564479.63;5951312.77
72729;Stiel-Eiche, Sommer-Eiche;2000;16;4;8;Grünzug O+W-Straße nördl. Helgolandstr.;564468.43;5951263.30
72730;Stiel-Eiche, Sommer-Eiche;2000;18;6;7;Grünzug O+W-Straße nördl. Helgolandstr.;564465.26;5951263.84
72731;Stiel-Eiche, Sommer-Eiche;2008;14;4;9;Grünzug O+W-Straße nördl. Helgolandstr.;564461.62;5951257.83
72732;Vogel-Kirsche;1985;27;9;10;Grünzug O+W-Straße nördl. Helgolandstr.;564471.94;5951265.46
72733;Vogel-Kirsche;2000;17;6;7;Grünzug O+W-Straße nördl. Helgolandstr.;564471.87;5951270.11
72734;Stiel-Eiche, Sommer-Eiche;2000;23;7;8;Grünzug O+W-Straße nördl. Helgolandstr.;564466.75;5951258.67
72735;Stiel-Eiche, Sommer-Eiche;1995;21;5;9;Grünzug O+W-Straße nördl. Helgolandstr.;564467.42;5951242.52
72736;Stiel-Eiche, Sommer-Eiche;2008;15;4;9;Grünzug O+W-Straße nördl. Helgolandstr.;564458.60;5951237.97
